word,sc,rng,npts,drop,kappa
watch,0.12481336796443865,2.318099114493279,27,3.9904330000000003,3.4771916428347134
water,1.228672596667352,10.27419074237063,27,4.489332999999999,0.3532267271014104
we,0.6595106069347272,9.734470276417843,27,4.9457070000000005,0.6580637148766186
were,0.8701687781839762,10.165420757117445,27,4.933307,0.4987538175131367
wet,0.001,1.0532171263736272,27,2.3148730000000004,434
what,0.8106096114930853,9.58916483775123,27,4.589635,0.5353995238233147
when,1.831984987972329,10.911724857550684,27,4.459607000000001,0.2369015045698373
where,2.8900848212345585,11.862096877354972,27,3.7793669999999997,0.1501686029459191
which,0.4810032241704972,8.880127374004957,27,4.304886,0.9022808542467559
white,0.16986563146659092,3.351646187692068,27,4.050514,2.5549606253655783
who,0.5633478667643468,9.808915704232666,27,5.097615000000001,0.7703943257879521
why,0.3843041023382349,4.423624573675058,27,5.2010179999999995,1.1293139921208193
will,0.36302476162353203,9.653136523162658,27,5.079975000000001,1.195510736124583
wind,0.18745356126150925,2.8974038800546618,27,3.6998300000000004,2.3152400897550476
window,0.10057669780323074,2.1950781324658495,27,3.4071350000000002,4.315114827582448
wish,0.5970304284141095,3.560137947601852,27,3.6741900000000003,0.7269311233479895
with,0.3744124639588286,10.855534989034151,27,6.263373,1.1591494455369515
work,0.8481403553974894,8.46128939661875,27,3.4563509999999997,0.5117077583186117
would,0.8625572093939108,9.642052062572937,27,4.713673000000001,0.5031550316586616
write,0.30939957578832006,2.2013498759993393,27,3.0175480000000006,1.4027168553615827
yard,0.2449521424109546,2.91137215258141,27,4.342868999999999,1.7717746647501498
yellow,0.11960010539573163,2.7346075506390637,27,3.9908660000000005,3.628759344015502
yes,0.33498112660006596,3.652222906246596,27,4.869006999999999,1.2955953799694295
you,0.15210916256861845,6.36632725147518,27,6.235396999999999,2.853214051482381
your,0.3627145124550881,10.580910993937131,27,5.96735,1.1965333205512105
yourself,0.3963080689995335,4.518371188856054,27,4.569571,1.0951076547485357
