word,sc,mid,rng,kappa,count,total_tokens,logfreq
pool,0.14041095487224745,1.5105807205202517,3.03000332750272,3.0909269180234107,20782,378750562,4.3176873404861835
present,0.3043335864330631,1.807315473493367,1.7950128457783592,1.4260667220029508,61409,378750562,4.788232025276355
pretty,0.38064783914177214,1.1054455240802625,1.9547869825904716,1.1401614704513188,28886,378750562,4.460687406911686
pull,0.28494085562355953,1.3718802422220795,1.6552304055764493,1.5231231023372975,26811,378750562,4.428313012654368
puppy,0.10639577806839444,1.5475304086897246,3.5672993943380167,4.079109226693296,11440,378750562,4.058426024457005
push,0.12349976740913254,1.8530162400897021,1.6220979391571628,3.5141766588291294,20618,378750562,4.314246535288421
put,1.1873889166747034,-1.0888390483509136,7.775989989717423,0.3655078752254334,74773,378750562,4.873744805513719
quiet,0.3278702518088688,1.4898792209669762,2.472122912006789,1.3236943504499434,8173,378750562,3.9123814989188004
radio,0.04937464955856777,1.6199715353985917,1.396872216519343,8.789935804712762,18557,378750562,4.268507767747351
rain,0.2299536159905346,1.4177097196622748,2.4307837451964964,1.8873371402773,28885,378750562,4.460672371877432
read,0.08483491075117647,1.760897608528105,1.2475191646565236,5.115818430845481,71508,378750562,4.854354631472412
red,0.13954659018462656,1.477766760649449,1.9609404594978255,3.110072409693408,62530,378750562,4.796088428680669
ride,0.1558307056846257,1.7224259912893471,2.0920600111198953,2.785073699649032,11267,378750562,4.051808294317092
room,0.14853516412488438,1.5530906586418,2.159551653406897,2.9218670377278775,44827,378750562,4.651539675135214
salt,0.05851278655886181,1.5077726456136602,2.3754531282857725,7.417182218170574,25988,378750562,4.414772858093331
same,0.9603580128684338,-0.6686619899834466,8.848681457305965,0.45191480071448803,157242,378750562,5.196568559082419
sauce,0.06787536683088033,1.4133910240805647,4.280824870121083,6.394072257191087,12179,378750562,4.0856116304716465
say,0.34954045144773993,1.3446524147519774,2.9071652498123584,1.2416302553894472,69731,378750562,4.843425893390316
school,0.3379470683425715,1.0214593797926974,3.0584980058778326,1.2842247814976195,79483,378750562,4.900274250723352
see,0.9172339363005423,-0.41715613999916895,9.54619027198123,0.4731617342359157,156757,378750562,5.19522694340065
share,0.24120340642452276,1.79190087972039,1.7072591238792443,1.799311238731643,37023,378750562,4.568471607033241
she,0.4311477814137746,1.310027876146456,4.236568012074341,1.0066154082409347,98763,378750562,4.994594273479999
shopping,0.12998649375354965,1.5702211928769303,3.04712554441468,3.3388084213029896,7352,378750562,3.8664054983780547
show,1.6537288159949308,-1.41493678647733,7.623462712832933,0.2624372241702114,65343,378750562,4.815199069740529
shower,0.13615844863050106,1.594609132600421,3.282075339615014,3.1874628740649373,7204,378750562,3.857573704147496
sick,0.014575023496086399,1.4894161242590418,2.1386530461293356,29.776967434497458,12722,378750562,4.104555391240513
sit,0.4157107173046707,1.4551267683293014,2.8924715823828704,1.0439952157450039,14426,378750562,4.1591459278540475
sky,0.12539505279303065,1.619561959939411,2.0382151650898477,3.4610615836362673,11667,378750562,4.0669591978671225
